School Name,Rk,Gtm,Location,Opp,Type_adv,Score Rslt_adv,Score Tm_adv,Score Opp_adv,Score OT_adv,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team 2P,Team 2PA,Team 2P%,Team eFG%,Team FT,Team FTA,Team FT%,Team ORB,Team DRB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent 2P,Opponent 2PA,Opponent 2P%,Opponent eFG%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent DRB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,_bas,Type_bas,Score Rslt_bas,Score Tm_bas,Score Opp_bas,Score OT_bas,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
DETROIT MERCY,22.5,22.5,,,,,64.65,76.3,,23.6,57.85,0.40920000000000006,5.1,16.55,0.30545,18.5,41.3,0.45394999999999996,0.45380000000000004,12.35,16.35,0.7583500000000001,9.2,23.75,32.95,10.2,5.35,2.6,12.6,19.1,24.9,58.8,0.42560000000000003,8.85,26.95,0.3235,16.05,31.85,0.5099,0.5014,17.65,24.4,0.71985,10.75,22.2,32.95,14.75,7.7,3.5,9.45,16.3,,,,64.65,76.3,,93.57000000000001,110.66000000000001,68.20000000000002,0.2886,0.28979999999999995,0.49375,50.230000000000004,43.23,7.745,7.8050000000000015,0.45380000000000004,16.085,29.559999999999995,0.2178,0.5014,11.85,70.44,0.30255
DRAKE,25.5,25.5,,,,,68.3,59.5,,23.55,49.55,0.47779999999999995,6.75,17.75,0.38585,16.8,31.8,0.53115,0.5468000000000001,14.45,20.7,0.7051,8.9,19.5,28.4,12.9,8.75,2.65,9.1,15.8,21.1,46.75,0.45085,5.55,18.2,0.30505,15.55,28.55,0.5463999999999999,0.5108,11.75,15.95,0.7008,5.95,16.95,22.9,10.15,4.65,2.35,11.9,16.55,,,,68.3,59.5,,114.10499999999999,99.08500000000001,58.5,0.42155,0.35864999999999997,0.57745,55.160000000000004,54.18000000000001,14.679999999999998,9.905,0.5468000000000001,13.180000000000001,33.635000000000005,0.29425,0.5108,17.830000000000002,66.365,0.2499
DREXEL,23.5,23.5,,,,,68.95,67.15,,25.95,57.35,0.45504999999999995,7.5,20.65,0.35445000000000004,18.45,36.7,0.5094,0.52005,9.55,14.05,0.6568,9.6,23.0,32.6,12.0,5.1,4.8,10.9,15.1,24.4,57.7,0.42095000000000005,6.9,20.55,0.33575000000000005,17.5,37.15,0.4725,0.48105000000000003,11.45,17.1,0.6715000000000001,9.3,20.3,29.6,11.55,6.85,3.1,8.95,14.25,,,,68.95,67.15,,105.475,102.45,63.35,0.2465,0.36155,0.5388000000000001,52.565,46.18499999999999,7.805,13.155000000000001,0.52005,14.670000000000002,31.775,0.16710000000000003,0.48105000000000003,11.969999999999999,68.225,0.19890000000000002
DUKE,28.5,28.5,,,,,85.8,65.35,,29.8,59.0,0.50705,9.95,25.1,0.4061,19.85,33.9,0.58665,0.5921500000000001,16.25,19.95,0.81415,9.15,25.55,34.7,16.8,6.75,4.15,8.4,15.95,23.7,59.7,0.39915,7.05,23.05,0.30784999999999996,16.65,36.65,0.45355,0.45735000000000003,10.9,14.65,0.7512,8.1,19.15,27.25,11.15,4.65,3.2,10.2,16.75,,,,85.8,65.35,,125.725,96.07999999999998,68.255,0.34469999999999995,0.42479999999999996,0.6290500000000001,55.7,55.73499999999999,9.934999999999999,11.364999999999998,0.5921500000000001,10.959999999999999,31.46999999999999,0.2808,0.45735000000000003,13.235,68.535,0.18605
DUQUESNE,22.5,22.5,,,,,71.2,68.0,,25.95,58.3,0.44545,8.45,25.0,0.3327,17.5,33.3,0.528,0.51805,10.85,16.25,0.6771,10.45,20.35,30.8,14.55,7.6,4.35,11.4,17.3,23.15,52.05,0.4464,6.65,18.85,0.35045000000000004,16.5,33.2,0.49935,0.5103,15.05,20.7,0.72245,7.55,21.5,29.05,12.65,6.95,3.05,13.0,15.45,,,,71.2,68.0,,106.075,101.295,66.31500000000001,0.2898,0.4316,0.5403499999999999,51.605,55.91000000000001,11.32,12.805000000000001,0.51805,14.709999999999999,32.724999999999994,0.19255,0.5103,17.335,67.28000000000002,0.29775
EAST CAROLINA,23.5,23.5,,,,,74.9,75.85,,26.5,60.95,0.43679999999999997,7.15,21.35,0.32625000000000004,19.35,39.6,0.4906499999999999,0.49625,14.75,20.2,0.72885,11.0,22.25,33.25,13.55,7.35,4.65,10.65,14.9,26.95,59.55,0.4535,7.9,20.1,0.39354999999999996,19.05,39.45,0.48405,0.5202500000000001,14.05,18.25,0.7502500000000001,9.1,22.5,31.6,14.4,6.85,3.55,10.7,16.35,,,,74.9,75.85,,107.01999999999998,108.11000000000001,68.74,0.3356,0.35205000000000003,0.5333,51.345000000000006,50.824999999999996,10.4,11.865,0.49625,13.155000000000001,32.644999999999996,0.24605000000000002,0.5202500000000001,13.580000000000002,67.35499999999999,0.24105
EAST TENNESSEE STATE,22.5,22.5,,,,,69.6,66.25,,23.65,56.25,0.42589999999999995,8.25,23.95,0.35374999999999995,15.4,32.3,0.4817,0.49974999999999997,14.05,20.25,0.6990000000000001,10.5,22.5,33.0,12.1,8.05,3.8,9.45,15.85,22.95,54.0,0.42989999999999995,8.35,23.15,0.36049999999999993,14.6,30.85,0.4766000000000001,0.5085,12.0,17.5,0.72435,8.85,21.35,30.2,12.0,6.0,3.05,11.6,16.8,,,,69.6,66.25,,107.71000000000001,102.49000000000001,64.95,0.3775,0.4236,0.5324500000000001,52.26500000000001,50.78,12.385,12.404999999999998,0.49974999999999997,12.500000000000002,32.885000000000005,0.2605,0.5085,15.709999999999999,67.11500000000001,0.22885
EAST TEXAS A&M,21.5,21.5,,,,,64.6,72.4,,23.15,55.8,0.4165,8.4,26.45,0.31665,14.75,29.35,0.49879999999999997,0.4921500000000001,9.9,15.35,0.6541,7.95,18.9,26.85,15.4,9.0,4.15,13.15,15.8,26.15,56.1,0.4688,6.8,18.25,0.3618,19.35,37.85,0.5152,0.53095,13.3,19.1,0.70295,10.3,23.9,34.2,15.9,8.2,3.75,13.2,15.35,,,,64.6,72.4,,94.765,106.40500000000002,67.785,0.2834,0.47335000000000005,0.5142,44.03499999999999,66.63499999999999,13.084999999999999,10.91,0.4921500000000001,17.255000000000003,24.505,0.18395,0.53095,16.76,75.49499999999999,0.2393
EASTERN ILLINOIS,21.5,21.5,,,,,65.4,65.1,,23.1,56.55,0.4076000000000001,5.5,16.85,0.33605,17.6,39.7,0.4384,0.45705,13.7,19.55,0.7108999999999999,9.05,21.75,30.8,11.4,9.2,2.6,11.6,18.5,22.15,52.95,0.42035,7.3,21.4,0.33735,14.85,31.55,0.4709,0.4899,13.5,20.1,0.6561999999999999,8.65,23.85,32.5,13.05,6.3,4.25,14.25,16.4,,,,65.4,65.1,,95.69500000000001,95.91,67.79,0.35025,0.30055000000000004,0.4963,48.68500000000001,49.8,13.41,8.310000000000002,0.45705,14.8,27.5,0.24610000000000004,0.4899,18.505000000000003,72.49999999999999,0.25815
EASTERN KENTUCKY,22.5,22.5,,,,,78.35,75.4,,27.25,63.7,0.42895000000000005,9.65,26.45,0.36455000000000004,17.6,37.25,0.47650000000000003,0.5049999999999999,14.2,17.8,0.7888999999999999,10.4,22.7,33.1,12.75,7.95,3.4,8.25,16.55,27.25,60.35,0.4545,8.15,22.95,0.3626,19.1,37.4,0.508,0.5212,12.75,17.8,0.71525,9.4,24.2,33.6,13.5,5.35,2.75,11.0,15.75,,,,78.35,75.4,,111.795,107.575,68.46000000000001,0.28205,0.41645000000000004,0.5446500000000001,49.545,46.30500000000001,11.354999999999999,8.995000000000001,0.5049999999999999,10.23,29.595,0.22490000000000004,0.5212,13.839999999999998,70.405,0.21764999999999995
EASTERN MICHIGAN,22.5,22.5,,,,,75.4,76.95,,26.65,56.85,0.46959999999999996,7.6,21.3,0.3655,19.05,35.55,0.5340499999999999,0.53665,14.5,18.75,0.7626,8.15,21.4,29.55,12.1,6.95,3.65,12.55,18.65,25.95,57.15,0.45375,8.05,21.95,0.3641,17.9,35.2,0.5031,0.52485,17.0,22.6,0.7492499999999999,9.0,21.45,30.45,12.45,7.55,3.15,11.6,18.1,,,,75.4,76.95,,107.17,109.13499999999999,69.93,0.3374,0.3746,0.57405,49.285000000000004,45.81,9.85,10.254999999999999,0.53665,16.055,27.15,0.26130000000000003,0.52485,14.565000000000001,72.85,0.3007
EASTERN WASHINGTON,22.5,22.5,,,,,69.15,72.6,,24.4,54.3,0.44895000000000007,6.65,20.3,0.31910000000000005,17.75,34.0,0.5202500000000001,0.51085,13.7,17.3,0.7807,7.1,20.25,27.35,12.5,6.5,3.45,12.15,18.35,24.7,54.7,0.45455000000000007,6.9,20.05,0.35540000000000005,17.8,34.65,0.5175,0.51915,16.3,21.65,0.7564,8.05,21.7,29.75,13.0,7.75,2.7,11.4,16.8,,,,69.15,72.6,,101.6,107.215,67.96000000000001,0.32325,0.3767,0.5527000000000001,47.74,52.294999999999995,9.575,10.275,0.51085,16.240000000000002,24.575,0.25575,0.51915,14.879999999999999,75.43,0.3048
ELON,23.5,23.5,,,,,71.3,72.45,,23.75,54.7,0.4358000000000001,7.45,22.6,0.328,16.3,32.1,0.51,0.50465,16.35,20.65,0.8098500000000002,10.25,23.6,33.85,10.85,4.8,3.85,11.7,14.3,25.8,61.25,0.42285000000000006,9.05,26.65,0.33945,16.75,34.6,0.48565,0.497,11.8,16.9,0.70255,10.6,18.9,29.5,14.3,7.45,2.25,7.5,17.25,,,,71.3,72.45,,108.17500000000003,109.875,65.635,0.38334999999999997,0.41484999999999994,0.5548500000000001,53.475,45.97,7.2299999999999995,10.969999999999999,0.50465,15.34,34.98,0.3022,0.497,9.8,65.02000000000001,0.19624999999999998
EVANSVILLE,22.5,22.5,,,,,66.3,68.55,,23.8,53.65,0.44444999999999996,6.4,19.85,0.32055000000000006,17.4,33.8,0.5146000000000001,0.5039,12.3,17.15,0.7047500000000001,5.85,23.6,29.45,12.25,5.7,4.35,10.9,15.9,23.15,57.25,0.40535,8.95,26.85,0.3322,14.2,30.4,0.46830000000000005,0.48405,13.3,18.5,0.7065499999999999,9.15,23.0,32.15,13.65,7.1,2.75,10.15,16.6,,,,66.3,68.55,,98.76500000000001,102.425,66.93499999999999,0.32225,0.36865000000000003,0.5367499999999998,47.830000000000005,50.68,8.504999999999999,14.385,0.5039,15.160000000000002,19.415,0.23070000000000004,0.48405,13.365000000000004,80.585,0.23584999999999998
FAIRFIELD,22.5,22.5,,,,,65.5,71.65,,23.65,58.55,0.4062,7.4,23.15,0.3115500000000001,16.25,35.4,0.45824999999999994,0.46915000000000007,10.8,14.3,0.73395,8.2,21.65,29.85,12.1,6.55,2.95,10.0,16.0,25.55,56.05,0.45725000000000005,7.8,21.9,0.3557,17.75,34.15,0.52525,0.5267999999999999,12.75,16.45,0.7750999999999999,8.2,25.25,33.45,13.45,6.6,3.3,11.65,14.8,,,,65.5,71.65,,97.32999999999998,106.56500000000001,66.835,0.2492,0.39185000000000003,0.5037999999999998,47.195,51.435,9.565000000000001,8.49,0.46915000000000007,13.38,23.75,0.18824999999999997,0.5267999999999999,15.309999999999999,76.25,0.22935
FDU,24.5,24.529411764705884,,,,,69.23529411764706,66.6470588235294,,24.0,57.05263157894737,0.4231052631578948,7.578947368421052,24.68421052631579,0.3059473684210527,16.42105263157895,32.36842105263158,0.5036315789473683,0.4889473684210526,14.31578947368421,20.210526315789473,0.7044210526315791,8.0,23.42105263157895,31.42105263157895,13.157894736842104,7.105263157894737,2.4210526315789473,10.842105263157896,14.789473684210526,25.0,58.36842105263158,0.4312631578947369,6.2631578947368425,20.789473684210527,0.3047894736842106,18.736842105263158,37.578947368421055,0.4998947368421052,0.48547368421052634,11.789473684210526,15.631578947368421,0.7409473684210526,8.263157894736842,24.473684210526315,32.73684210526316,12.368421052631579,7.105263157894737,2.9473684210526314,12.210526315789474,17.31578947368421,,,,69.23529411764706,66.6470588235294,,100.19411764705883,96.42941176470589,67.83157894736841,0.35989473684210527,0.42836842105263156,0.5335294117647059,48.92105263157894,54.48421052631579,10.284210526315789,6.463157894736842,0.4889473684210526,14.210526315789474,24.489473684210523,0.25473684210526315,0.48547368421052634,15.657894736842104,75.51052631578946,0.20378947368421052
FLORIDA,28.5,28.5,,,,,85.05,73.4,,29.25,61.5,0.47605000000000003,10.35,28.0,0.37089999999999995,18.9,33.5,0.5680999999999999,0.5608500000000001,16.2,21.95,0.73755,11.2,24.6,35.8,16.0,7.1,4.0,10.25,17.65,25.75,60.55,0.4259999999999999,7.0,22.35,0.31215,18.75,38.2,0.4942000000000001,0.48425,14.9,20.85,0.70065,9.9,20.35,30.25,12.0,6.4,3.0,10.5,17.4,,,,85.05,73.4,,119.59,103.205,71.02,0.36225,0.45715000000000006,0.5925,54.29,54.05500000000001,10.01,10.245,0.5608500000000001,12.535,35.315,0.26780000000000004,0.48425,13.080000000000002,64.68499999999999,0.2542
FLORIDA A&M,21.5,21.5,,,,,72.5,71.1,,24.45,53.75,0.4556,8.7,24.75,0.35195,15.75,29.0,0.5482,0.5366500000000001,14.9,20.65,0.72095,7.85,21.8,29.65,12.75,4.95,3.1,12.35,18.1,24.25,55.65,0.43735,6.15,19.05,0.31670000000000004,18.1,36.6,0.4920000000000001,0.49269999999999997,16.45,23.4,0.7018500000000001,8.55,20.3,28.85,10.0,6.8,2.7,9.8,17.0,,,,72.5,71.1,,106.39500000000001,104.66,67.97999999999999,0.39930000000000004,0.46315,0.5694000000000001,50.6,51.75,7.225000000000001,8.59,0.5366500000000001,16.3,27.535000000000004,0.2875,0.49269999999999997,12.819999999999999,72.47,0.3056
FLORIDA ATLANTIC,24.5,24.5,,,,,75.65,73.55,,27.25,58.55,0.46695000000000003,8.35,23.25,0.3555,18.9,35.3,0.5372000000000001,0.5382,12.8,18.4,0.6969,9.1,24.55,33.65,15.6,4.8,4.9,11.1,16.8,25.65,60.4,0.4272,6.85,19.95,0.34765,18.8,40.45,0.47305,0.48585,15.4,20.8,0.74425,9.6,20.45,30.05,12.55,7.5,3.0,8.25,15.8,,,,75.65,73.55,,109.48000000000002,106.64000000000001,69.11,0.32065,0.3963,0.5638000000000001,52.875,56.52499999999999,6.970000000000001,12.154999999999998,0.5382,14.169999999999998,30.169999999999998,0.22304999999999997,0.48585,10.515,69.83,0.25705000000000006
FLORIDA GULF COAST,24.5,24.5,,,,,75.05,71.05,,28.55,59.45,0.48044999999999993,7.85,21.25,0.36705,20.7,38.2,0.5438000000000001,0.5460499999999999,10.1,14.4,0.69025,9.0,24.95,33.95,14.8,5.1,2.55,9.95,14.7,24.95,58.4,0.4285000000000001,9.2,24.75,0.38334999999999997,15.75,33.65,0.47314999999999996,0.50675,11.95,16.9,0.7112499999999999,7.15,20.95,28.1,11.9,6.35,3.25,8.15,13.9,,,,75.05,71.05,,111.505,105.55999999999999,67.35,0.246,0.35740000000000005,0.5662999999999999,54.73,51.43499999999999,7.590000000000001,7.4700000000000015,0.5460499999999999,12.954999999999998,30.3,0.1729,0.50675,10.83,69.7,0.20740000000000003
FLORIDA INTERNATIONAL,23.5,23.5,,,,,66.0,73.35,,23.45,57.3,0.40945,4.8,17.25,0.26495,18.65,40.05,0.46495,0.45124999999999993,14.3,20.05,0.71225,9.5,21.15,30.65,10.7,9.1,4.35,13.8,16.3,25.25,55.55,0.45619999999999994,7.85,22.35,0.3468000000000001,17.4,33.2,0.5260499999999999,0.5282500000000001,15.0,20.3,0.7227499999999999,7.5,22.5,30.0,14.05,8.65,3.3,13.15,17.4,,,,66.0,73.35,,92.61500000000001,103.835,69.70500000000001,0.35929999999999995,0.30125,0.49354999999999993,50.765,44.94500000000001,12.715,13.27,0.45124999999999993,17.155,29.774999999999995,0.25685,0.5282500000000001,16.610000000000003,70.225,0.27130000000000004
FLORIDA STATE,22.5,22.5,,,,,72.1,75.5,,25.65,57.1,0.44930000000000003,6.0,19.05,0.3061,19.65,38.05,0.5183,0.5016999999999999,14.8,20.45,0.7036999999999999,8.3,22.7,31.0,12.55,6.4,4.45,11.25,18.3,25.7,59.25,0.43555,8.45,23.8,0.34715,17.25,35.45,0.4888,0.5075999999999999,15.65,20.85,0.7436,9.35,22.6,31.95,13.6,6.15,2.45,11.1,17.7,,,,72.1,75.5,,102.2,107.55,70.33,0.37060000000000004,0.33340000000000003,0.5392499999999999,49.154999999999994,48.2,9.095,12.77,0.5016999999999999,14.369999999999996,26.190000000000005,0.26880000000000004,0.5075999999999999,13.9,73.815,0.26505000000000006
FORDHAM,23.5,23.5,,,,,72.6,80.25,,25.0,60.65,0.41425,8.05,25.7,0.3147000000000001,16.95,34.95,0.49149999999999994,0.48105000000000003,14.55,19.95,0.7208500000000001,10.7,22.35,33.05,12.95,6.95,3.35,12.0,19.5,27.85,58.5,0.4788,6.7,19.2,0.35035000000000005,21.15,39.3,0.5494999999999999,0.53605,17.85,24.8,0.7283000000000001,9.25,23.75,33.0,12.85,7.4,4.05,10.2,17.3,,,,72.6,80.25,,101.925,112.82999999999997,69.85,0.324,0.42519999999999997,0.5196999999999999,50.005,51.56,9.745,8.504999999999999,0.48105000000000003,14.815000000000001,30.999999999999993,0.23740000000000006,0.53605,12.665,68.99999999999999,0.30445
FRESNO STATE,22.5,22.5,,,,,69.95,81.35,,23.9,57.8,0.4140499999999999,6.8,20.35,0.33140000000000003,17.1,37.45,0.45675,0.4744,15.35,21.7,0.7175,8.2,21.65,29.85,11.0,7.45,3.35,12.2,15.05,30.0,63.5,0.472,10.15,29.15,0.3455499999999999,19.85,34.35,0.5649,0.55255,11.2,15.2,0.7253499999999999,10.55,25.6,36.15,19.05,6.95,4.35,11.15,17.85,,,,69.95,81.35,,97.85000000000001,113.27499999999998,69.595,0.38255000000000006,0.35705,0.51505,45.005,46.265,10.195,9.98,0.4744,15.145000000000001,23.994999999999997,0.2705,0.55255,13.530000000000001,76.005,0.1788
FURMAN,25.5,25.5,,,,,75.95,73.4,,25.4,57.1,0.4483499999999999,10.9,29.25,0.3728,14.5,27.85,0.5229,0.5442500000000001,14.25,20.6,0.67675,9.3,23.0,32.3,16.4,6.45,2.9,10.6,15.05,25.95,59.65,0.4365,8.35,23.65,0.3553,17.6,36.0,0.4921499999999999,0.5063500000000001,13.15,17.75,0.736,9.65,22.6,32.25,12.05,7.35,2.95,10.25,16.5,,,,75.95,73.4,,110.845,107.745,67.22,0.3668,0.5101000000000001,0.56985,49.905,64.10999999999999,9.320000000000002,7.980000000000001,0.5442500000000001,13.699999999999998,28.505000000000006,0.25375000000000003,0.5063500000000001,12.970000000000002,71.495,0.23154999999999998
GARDNER-WEBB,21.5,21.5,,,,,74.35,78.55,,26.5,58.3,0.4528,6.3,19.25,0.3155,20.2,39.05,0.5155500000000001,0.5065999999999999,15.05,21.3,0.7012,10.35,23.4,33.75,9.9,4.9,3.1,12.95,19.4,27.35,60.0,0.4579000000000001,7.4,22.9,0.3228,19.95,37.1,0.5407,0.5196999999999999,16.45,23.8,0.70625,8.95,22.25,31.2,13.5,6.95,3.55,9.3,18.7,,,,74.35,78.55,,103.75999999999999,110.17,71.35,0.36855000000000004,0.32899999999999996,0.5411499999999999,51.86999999999999,37.099999999999994,6.789999999999999,8.305000000000001,0.5065999999999999,15.959999999999999,31.650000000000006,0.2613499999999999,0.5196999999999999,11.559999999999999,68.355,0.2778999999999999
GEORGE MASON,26.5,26.5,,,,,69.45,65.55,,23.5,52.6,0.44989999999999997,7.2,19.15,0.37174999999999997,16.3,33.45,0.4913,0.51845,15.25,21.3,0.7380000000000001,7.75,22.95,30.7,12.4,7.9,3.45,11.9,17.25,22.1,54.7,0.40590000000000004,8.25,26.0,0.32195000000000007,13.85,28.7,0.49315,0.4822,13.1,18.65,0.7,9.2,21.0,30.2,11.65,7.2,4.1,12.5,19.1,,,,69.45,65.55,,104.07000000000001,98.215,65.26500000000001,0.40984999999999994,0.3637500000000001,0.5582999999999999,50.53499999999999,52.919999999999995,11.825,11.98,0.51845,16.060000000000002,27.0,0.2950499999999999,0.4822,16.45,73.0,0.2419
GEORGE WASHINGTON,24.5,24.5,,,,,69.5,69.2,,24.15,55.6,0.43635,7.0,22.55,0.3079,17.15,33.05,0.5267999999999999,0.5003,14.2,21.15,0.6678499999999999,8.4,21.3,29.7,13.65,8.6,3.15,12.4,14.95,25.55,58.5,0.4373,7.4,22.45,0.32165000000000005,18.15,36.05,0.5087499999999999,0.5019500000000001,10.7,14.75,0.7159500000000001,10.45,22.25,32.7,13.6,8.55,5.4,12.35,16.8,,,,69.5,69.2,,101.945,101.14500000000001,67.69999999999999,0.38775000000000004,0.40965000000000007,0.5310499999999999,47.754999999999995,56.14000000000001,12.569999999999999,8.945,0.5003,15.919999999999998,27.475,0.25995,0.5019500000000001,15.865,72.525,0.18445
GEORGETOWN,24.5,24.0,,,,,69.42105263157895,73.78947368421052,,25.57894736842105,60.94736842105263,0.41957894736842105,7.7894736842105265,23.94736842105263,0.3206315789473684,17.789473684210527,37.0,0.4753684210526316,0.4837368421052632,10.473684210526315,15.157894736842104,0.6932631578947368,9.105263157894736,21.263157894736842,30.36842105263158,12.894736842105264,7.368421052631579,3.1052631578947367,10.105263157894736,15.842105263157896,26.105263157894736,56.0,0.4689473684210526,7.842105263157895,22.68421052631579,0.3525789473684211,18.263157894736842,33.31578947368421,0.5504736842105263,0.5391578947368421,13.736842105263158,18.105263157894736,0.7342631578947367,7.684210526315789,24.0,31.68421052631579,14.68421052631579,6.315789473684211,4.2105263157894735,11.31578947368421,14.526315789473685,,,,69.42105263157895,73.78947368421052,,101.05789473684212,107.38947368421053,68.69473684210526,0.2543684210526316,0.3902631578947368,0.5096842105263157,48.62105263157895,50.96842105263158,10.710526315789474,9.342105263157896,0.4837368421052632,12.98421052631579,26.989473684210523,0.17589473684210527,0.5391578947368421,15.021052631578947,73.01052631578948,0.25078947368421056
GEORGIA,23.5,23.5,,,,,70.6,73.65,,24.05,56.1,0.43010000000000004,6.4,20.6,0.31450000000000006,17.65,35.5,0.4962,0.48805,16.1,22.35,0.7196,9.45,21.2,30.65,10.15,7.2,4.55,11.95,16.95,25.65,59.4,0.4312500000000001,8.2,24.2,0.33945,17.45,35.2,0.4912000000000001,0.50085,14.15,19.45,0.7312500000000001,10.9,20.7,31.6,13.6,8.1,3.75,10.8,18.9,,,,70.6,73.65,,102.57000000000001,106.96499999999999,68.87500000000001,0.40945,0.36774999999999997,0.5314,49.415000000000006,41.965,10.370000000000001,12.969999999999999,0.48805,15.24,31.095,0.29725,0.50085,13.554999999999998,68.905,0.24165
GEORGIA SOUTHERN,23.5,23.5,,,,,74.1,73.95,,27.1,62.05,0.43735000000000007,10.0,28.25,0.35495,17.1,33.8,0.5074000000000001,0.51865,9.9,15.1,0.665,10.5,22.5,33.0,14.2,7.75,4.2,12.15,18.85,24.8,58.25,0.4293,7.3,22.0,0.33005,17.5,36.25,0.49250000000000005,0.49255000000000004,17.05,24.35,0.6935,10.45,22.25,32.7,12.2,6.5,4.45,11.05,14.9,,,,74.1,73.95,,105.0,104.955,69.32,0.24700000000000003,0.45649999999999996,0.5363,50.199999999999996,52.620000000000005,10.919999999999998,11.430000000000001,0.51865,14.985000000000003,32.195,0.16104999999999997,0.49255000000000004,13.7,67.80499999999999,0.29724999999999996
GEORGIA STATE,23.5,23.5,,,,,77.6,77.75,,28.2,60.15,0.4715000000000001,7.35,20.1,0.37050000000000005,20.85,40.05,0.5261499999999999,0.53285,13.85,19.6,0.6917000000000001,9.25,24.6,33.85,12.6,4.85,3.5,10.3,14.85,28.7,66.75,0.4342499999999999,9.4,27.55,0.35594999999999993,19.3,39.2,0.4969999999999999,0.5059,10.95,15.05,0.7194,11.0,21.8,32.8,15.2,6.55,3.65,8.05,16.25,,,,77.6,77.75,,109.8,110.47999999999999,70.28999999999999,0.33325,0.33475,0.5616,51.005,44.5,6.785000000000001,8.665,0.53285,12.925,29.384999999999998,0.23499999999999996,0.5059,9.78,70.62,0.16695000000000002
GEORGIA TECH,24.5,24.5,,,,,70.5,72.3,,25.75,58.95,0.43565,7.4,21.55,0.34275,18.35,37.4,0.4844500000000001,0.49840000000000007,11.6,17.1,0.6757000000000001,8.75,24.0,32.75,14.05,6.1,3.65,11.65,14.1,26.25,61.3,0.4282,9.1,25.7,0.35134999999999994,17.15,35.6,0.48040000000000005,0.5028499999999999,10.7,14.55,0.7372,8.95,23.9,32.85,14.8,7.65,4.3,10.5,15.7,,,,70.5,72.3,,100.83,103.455,68.275,0.299,0.36535,0.52575,49.769999999999996,55.57000000000001,8.709999999999999,10.39,0.49840000000000007,14.76,26.610000000000003,0.20595000000000002,0.5028499999999999,13.260000000000002,73.38999999999999,0.1775
GONZAGA,25.5,25.5,,,,,86.05,70.85,,31.7,62.4,0.5064000000000001,7.35,20.2,0.35630000000000006,24.35,42.2,0.5782500000000002,0.565,15.3,19.0,0.7932500000000001,8.7,24.45,33.15,20.3,7.4,2.95,8.75,17.5,24.9,59.15,0.4201,7.65,23.4,0.3198,17.25,35.75,0.4798,0.484,13.4,18.85,0.70025,8.3,20.45,28.75,12.05,5.1,3.25,11.45,17.45,,,,86.05,70.85,,120.21,99.16999999999999,70.94,0.30825,0.32425,0.6014999999999999,53.375,63.82000000000001,10.34,8.38,0.565,10.929999999999996,29.890000000000004,0.24900000000000003,0.484,14.375,70.11500000000001,0.23035
GRAMBLING,24.5,24.5,,,,,65.45,64.4,,22.0,53.55,0.4149,6.1,19.1,0.32415000000000005,15.9,34.45,0.46275000000000005,0.47250000000000003,15.35,20.5,0.7576,8.0,23.0,31.0,10.45,7.45,3.55,11.25,15.95,22.4,55.75,0.40440000000000004,6.95,19.95,0.35414999999999996,15.45,35.8,0.4311,0.4683,12.65,16.9,0.7462000000000001,9.75,22.65,32.4,11.0,7.4,3.1,12.15,16.0,,,,65.45,64.4,,98.99,97.33,65.47999999999999,0.3915,0.35505,0.5199,48.94500000000001,47.84499999999999,11.254999999999999,9.595,0.47250000000000003,14.989999999999998,25.590000000000003,0.29300000000000004,0.4683,16.03,74.415,0.23894999999999994
GRAND CANYON,24.5,24.5,,,,,77.3,69.5,,26.85,56.8,0.4748,5.95,18.65,0.31434999999999996,20.9,38.15,0.554,0.5266,17.65,24.25,0.7294999999999999,9.05,24.3,33.35,13.7,8.55,5.85,12.85,17.75,24.35,60.0,0.40634999999999993,6.45,19.45,0.33285000000000003,17.9,40.55,0.44299999999999995,0.4606,14.35,19.9,0.7311,9.5,20.65,30.15,12.15,7.15,3.6,13.3,19.7,,,,77.3,69.5,,106.34500000000003,95.57000000000001,72.21000000000001,0.44355,0.32955,0.5664499999999999,52.635000000000005,50.62500000000001,11.709999999999999,14.375,0.5266,15.85,30.105,0.3248000000000001,0.4606,16.009999999999998,69.895,0.23960000000000004
